Timestamp,Date,Time,AC_Power,DC_Power,Voltage_AC,Current_AC,Frequency,Efficiency,Status_Flags
2025-04-04 06:14:25,2025-04-04,06:14:25,0.373,0.37860000000000005,225.4,3.5,50.0,1,0
2025-04-04 06:20:35,2025-04-04,06:20:35,0.6683,0.7363,225.2,3.7,50.0,1,0
2025-04-04 06:22:46,2025-04-04,06:22:46,0.832,0.8461000000000001,225.0,3.6,50.0,1,0
2025-04-04 06:25:04,2025-04-04,06:25:04,1.0275999999999998,1.0568,225.2,3.9,50.0,1,0
2025-04-04 06:27:16,2025-04-04,06:27:16,1.2329,1.2978,225.2,4.0,50.0,1,0
2025-04-04 06:29:24,2025-04-04,06:29:24,1.4923,1.5072999999999999,224.8,4.2,50.0,1,0
2025-04-04 06:32:32,2025-04-04,06:32:32,2.1435999999999997,2.3011,224.9,5.5,50.0,1,0
2025-04-04 06:34:48,2025-04-04,06:34:48,2.471,2.614,225.6,5.6,50.0,1,0
2025-04-04 06:36:51,2025-04-04,06:36:51,3.0059,3.0516,225.2,6.0,50.0,1,0
2025-04-04 06:39:08,2025-04-04,06:39:08,3.4788,3.5835,225.1,6.9,49.9,1,0
2025-04-04 06:41:15,2025-04-04,06:41:15,3.8819,4.027,225.2,6.9,50.0,1,0
2025-04-04 06:43:24,2025-04-04,06:43:24,4.3111999999999995,4.3495,225.3,7.6,50.0,1,0
2025-04-04 06:45:31,2025-04-04,06:45:31,5.5201,5.5722,224.6,9.4,50.0,1,0
2025-04-04 06:47:37,2025-04-04,06:47:37,6.328600000000001,6.5139,225.0,10.5,50.0,1,0
2025-04-04 06:50:51,2025-04-04,06:50:51,6.899100000000001,7.0722,224.7,10.9,50.0,1,0
2025-04-04 06:52:59,2025-04-04,06:52:59,7.2829,7.315300000000001,224.8,11.9,50.0,1,0
2025-04-04 06:55:00,2025-04-04,06:55:00,7.6719,7.8403,225.0,12.3,50.0,1,0
2025-04-04 06:57:17,2025-04-04,06:57:17,8.1637,8.296100000000001,224.9,12.8,50.0,1,0
2025-04-04 06:59:22,2025-04-04,06:59:22,8.5894,8.763399999999999,224.9,13.6,50.0,1,0
2025-04-04 07:02:25,2025-04-04,07:02:25,9.295200000000001,9.520700000000001,226.6,14.1,50.0,1,0
2025-04-04 07:04:27,2025-04-04,07:04:27,9.6998,10.0133,225.1,14.9,50.0,1,0
2025-04-04 07:06:29,2025-04-04,07:06:29,10.1471,10.4556,224.8,15.7,50.0,1,0
2025-04-04 07:08:32,2025-04-04,07:08:32,10.5812,10.877600000000001,225.0,16.3,50.0,1,0
2025-04-04 07:10:48,2025-04-04,07:10:48,11.063799999999999,11.364600000000001,224.8,17.2,50.0,1,0
2025-04-04 07:21:19,2025-04-04,07:21:19,13.7286,14.105799999999999,224.8,21.0,50.0,1,0
2025-04-04 07:24:00,2025-04-04,07:24:00,14.4248,14.812299999999999,224.9,22.1,50.0,1,0
2025-04-04 07:26:03,2025-04-04,07:26:03,14.882100000000001,15.506,224.4,22.9,50.0,1,0
2025-04-04 07:28:18,2025-04-04,07:28:18,15.4761,16.0469,224.7,23.9,50.0,1,0
2025-04-04 07:30:22,2025-04-04,07:30:22,16.1425,16.6869,224.4,24.7,50.0,1,0
2025-04-04 07:32:39,2025-04-04,07:32:39,16.8485,17.358,224.6,25.6,50.0,1,0
2025-04-04 07:34:42,2025-04-04,07:34:42,17.5595,17.9391,224.4,26.8,50.0,1,0
2025-04-04 07:36:50,2025-04-04,07:36:50,18.0288,18.8064,224.6,27.4,49.9,1,0
2025-04-04 07:38:54,2025-04-04,07:38:54,18.7005,19.272,224.7,28.7,50.0,1,0
2025-04-04 07:41:02,2025-04-04,07:41:02,19.4387,19.9832,224.8,29.7,50.0,1,0
2025-04-04 07:43:12,2025-04-04,07:43:12,20.1467,20.798599999999997,225.0,30.8,50.0,1,0
2025-04-04 07:45:24,2025-04-04,07:45:24,20.9956,21.6639,224.6,32.0,50.0,1,0
2025-04-04 07:47:25,2025-04-04,07:47:25,21.637900000000002,22.5177,224.8,32.9,50.0,1,0
2025-04-04 07:49:43,2025-04-04,07:49:43,22.5039,23.3771,224.6,34.4,50.0,1,0
2025-04-04 07:51:50,2025-04-04,07:51:50,23.089299999999998,24.064,224.7,34.9,50.0,1,0
2025-04-04 07:53:53,2025-04-04,07:53:53,23.7649,24.6785,224.8,35.9,50.0,1,0
2025-04-04 07:56:10,2025-04-04,07:56:10,24.5649,25.556900000000002,224.9,37.4,50.0,1,0
2025-04-04 07:58:14,2025-04-04,07:58:14,25.696099999999998,26.677599999999998,224.9,39.1,50.0,1,0
2025-04-04 08:00:28,2025-04-04,08:00:28,26.6352,27.6214,224.8,40.7,50.0,1,0
2025-04-04 08:02:38,2025-04-04,08:02:38,27.5987,28.736900000000002,224.8,42.1,49.9,1,0
2025-04-04 08:04:41,2025-04-04,08:04:41,28.345299999999998,29.4833,224.7,43.1,50.0,1,0
2025-04-04 08:07:37,2025-04-04,08:07:37,29.5424,30.8413,223.9,45.0,49.9,1,0
2025-04-04 08:09:51,2025-04-04,08:09:51,30.497400000000003,31.6943,224.2,45.8,49.9,1,0
